MGI	HGNC
Slc5a5	SLC5A5
Ttc34	TTC34
Gtf2e2	GTF2E2
Trim23	TRIM23
Tgm7	TGM7
Actl7b	ACTL7B
Arhgap36	ARHGAP36
Ppp1r3g	PPP1R3G
Lrp12	LRP12
Otx1	OTX1
Mrpl52	MRPL52
Olfr1228	OR4C15
Nln	NLN
Cse1l	CSE1L
Adam8	ADAM8
Adamts12	ADAMTS12
Cers3	CERS3
Grpr	GRPR
Olfr1135	OR5W2
Taf1	TAF1L
Kcnj12	KCNJ12
Kcnj12	KCNJ18
Ypel3	YPEL3
Lin54	LIN54
Ppp2r2c	PPP2R2C
Pcdh9	PCDH9
Ighv11-2	IGHV3OR16-12
Brd9	BRD9
Tpra1	TPRA1
Gnl3	GNL3
Wdr31	WDR31
Usp18	USP18
Nhej1	NHEJ1
Zfpm2	ZFPM2
Trip13	TRIP13
Nde1	NDE1
Parn	PARN
Nacc1	NACC1
Scn2a	SCN2A
	DGCR8
Gm49345	ZNF727
Gm49345	ZNF736
Chat	CHAT
Scnn1b	SCNN1B
Colec12	COLEC12
Enpp7	ENPP7
Tubg1	TUBG1
Cyp3a25	CYP3A7
Cyp3a25	CYP3A7-CYP3A51P
Cyp3a25	CYP3A4
Cyp3a25	CYP3A43
Olfr1224-ps1	OR4C15
Mab21l2	MAB21L2
1810046K07Rik	C11orf53
Itga3	ITGA3
Ndufb6	NDUFB6
Tubgcp4	TUBGCP4
Trmu	TRMU
Ap5s1	AP5S1
Wnt5a	WNT5A
Slc4a5	SLC4A5
Mettl17	METTL17
Nutm1	NUTM1
Cd81	CD81
Rnf38	RNF38
Rln3	RLN3
Ovca2	OVCA2
Tle2	TLE2
Twnk	TWNK
Ear2	RNASE3
Ear2	RNASE2
Plk4	PLK4
Gxylt2	GXYLT2
Ubn2	UBN2
Olfr1167	OR5D13
Mrpl27	MRPL27
Dph1	DPH1
Cldn34b4	CLDN34
Pex14	PEX14
Car5b	CA5B
Slc9a4	SLC9A4
Sost	SOST
Enox2	ENOX2
Ccdc115	CCDC115
Tekt4	TEKT4
Tmem258	TMEM258
Sema3b	SEMA3B
Zfp3	ZFP3
Apol6	APOL6
Plxnb3	PLXNB3
Klhl1	KLHL1
Tymp	TYMP
Spo11	SPO11
St8sia6	ST8SIA6
Cyp2d11	CYP2D6
Eppk1	EPPK1
Mapk1	MAPK1
Olfr1229	OR4C15
Tmem67	TMEM67
Opn1sw	OPN1SW
Fmc1	FMC1
Cacnb4	CACNB4
Olfr1191-ps1	OR4S2
Lrrc32	LRRC32
Klhl4	KLHL4
Btg4	BTG4
Plekho2	PLEKHO2
Ehbp1	EHBP1
Lrrc63	LRRC63
Olfr1254	OR4A16
Phkb	PHKB
Actr5	ACTR5
Stab1	STAB1
Dtwd2	DTWD2
Anapc15	ANAPC15
Lrp4	LRP4
Tubgcp3	TUBGCP3
Olfr1230	OR4C6
Prkcsh	PRKCSH
Il27ra	IL27RA
Stmn2	STMN2
Gadl1	GADL1
Csf2rb	CSF2RB
Ttc38	TTC38
Eppin	EPPIN
Fastk	FASTK
Ppil2	PPIL2
Parp8	PARP8
Cyp4f17	CYP4F8
Rae1	RAE1
Lims1	LIMS3
Actn3	ACTN3
Fads1	FADS1
Kifc2	KIFC2
Rbm11	RBM11
Mpp3	MPP3
Hspa13	HSPA13
Zfp286	ZNF286B
Cnn2	CNN2
Slc9a6	SLC9A6
Mbp	MBP
Dhx33	DHX33
Tgm5	TGM5
Ighv8-12	IGHV2OR16-5
Ttr	TTR
Meox1	MEOX1
Exoc4	EXOC4
Nedd4	NEDD4
Lama3	LAMA3
Cldn34b1	CLDN34
Olfr1118	OR10AG1
Arid5a	ARID5A
Polr2d	POLR2D
Top3b	TOP3B
C1qtnf3	C1QTNF3
Ascc1	ASCC1
Bfsp1	BFSP1
Ighv11-1	IGHV3OR16-12
Ptpn20	PTPN20
Supt20	SUPT20H
Cyp3a13	CYP3A7
Cyp3a13	CYP3A7-CYP3A51P
Cyp3a13	CYP3A4
Cyp3a13	CYP3A43
Mthfd2	MTHFD2
Ace2	ACE2
Cend1	CEND1
Irf8	IRF8
Lzts2	LZTS2
Olfr1209	OR4C16
Cnbp	CNBP
Gm35060	TEX51
Eif4a2	EIF4A2
Olfr1104	OR8I2
Smdt1	SMDT1
Hp	HP
Hp	HPR
Wdr53	WDR53
Pak2	PAK2
Cntn6	CNTN6
2210016F16Rik	C9orf64
Dtx2	DTX2
Cep63	CEP63
Ube2v2	UBE2V2
Mt2	MT1M
Mt2	MT1X
Mkl2	MRTFB
Olfr1253	OR4A8
Olfr1253	OR4A5
Stau2	STAU2
Dnajc5	DNAJC5
Shroom2	SHROOM2
Nup88	NUP88
Hltf	HLTF
Tigd2	TIGD2
Arhgap21	ARHGAP21
Zfp763	ZNF778
Polr2e	POLR2E
Nkx1-1	NKX1-1
Fads2	FADS2
Npbwr1	NPBWR1
St5	ST5
Hdhd3	HDHD3
Amacr	AMACR
Malt1	MALT1
Chrdl2	CHRDL2
Cldn34c3	CLDN34
Mcoln1	MCOLN1
Zfp595	ZNF727
Zfp595	ZNF736
Ncbp1	NCBP1
Frmd4a	FRMD4A
Tmem29	FAM156B
Tmem29	FAM156A
Dok7	DOK7
Chst3	CHST3
Xpa	XPA
Tubgcp5	TUBGCP5
Thbd	THBD
Plxna1	PLXNA1
Pex1	PEX1
Tspan32	TSPAN32
3110040N11Rik	C15orf40
Scnn1g	SCNN1G
Sft2d3	SFT2D3
Fshr	FSHR
Usp50	USP50
Mfsd9	MFSD9
Ydjc	YDJC
Nrbp2	NRBP2
Zbtb14	ZBTB14
Olfr1245	OR4A16
Fkbpl	FKBPL
Ctnna3	CTNNA3
Fam110b	FAM110B
Hscb	HSCB
Snai2	SNAI2
Retreg3	RETREG3
Ccdc151	CCDC151
Topors	TOPORS
Zfp652	ZNF652
Sertm1	SERTM1
Ddx5	DDX5
Rbck1	RBCK1
Ccdc152	CCDC152
Tcf7	TCF7
Cuedc1	CUEDC1
Lyl1	LYL1
Olfr1215	OR4C15
Cfap36	CFAP36
Catsper1	CATSPER1
Lmf2	LMF2
Rpain	RPAIN
Cactin	CACTIN
Tnfaip8	TNFAIP8
Ubxn2b	UBXN2B
Ppp2r2d	PPP2R2D
Cenpn	CENPN
Mettl15	METTL15
Epha5	EPHA5
Kndc1	KNDC1
Olfr1189	OR4C6
Rpl7	RPL7
Ankdd1a	ANKDD1A
Cblb	CBLB
Ascc2	ASCC2
1700067K01Rik	C19orf67
Abcg1	ABCG1
Aldh3b3	ALDH3B2
Olfr1117-ps1	OR10AG1
Gbf1	GBF1
Myrf	MYRF
Myo1c	MYO1C
Olfr1116	OR10AG1
Tsr1	TSR1
Neurl3	NEURL3
Nptxr	NPTXR
Gm45902	UTF1
Homer2	HOMER2
Sf3b2	SF3B2
Rnf183	RNF183
Zmat5	ZMAT5
Cldn34a	CLDN34
Cdh9	CDH9
Cyb5d2	CYB5D2
Ccdc141	CCDC141
Olfr1211	OR4C15
Uso1	USO1
Gm765	MDFIC2
Nr2f2	NR2F2
Cnppd1	CNPPD1
Adgrl1	ADGRL1
Olfr1240	OR4A16
Alkal1	ALKAL1
Adamts17	ADAMTS17
Alg5	ALG5
Hspa12a	HSPA12A
Olfr1137	OR5W2
Bbs9	BBS9
Gm45799	TIMM10B
Mpp1	MPP1
Hspb1	HSPB1
Olfr1219	OR4C15
Cdpf1	CDPF1
Cspg4	CSPG4
Cyp2d10	CYP2D6
Scara5	SCARA5
Slc38a11	SLC38A11
Necab3	NECAB3
Lsg1	LSG1
Smim4	SMIM4
Eda2r	EDA2R
Wdr12	WDR12
Cenps	CENPS
Mrps5	MRPS5
Ccp110	CCP110
Cabp7	CABP7
Plgrkt	PLGRKT
Morc3	MORC3
Peak1	PEAK1
Chm	CHM
Tmem215	TMEM215
Ppp1r27	PPP1R27
4930444P10Rik	C8orf89
Rbm38	RBM38
Dusp13	DUSP13
L3mbtl1	L3MBTL1
Mapk13	MAPK13
Trim66	TRIM66
Olfr1220	OR4C15
Dffa	DFFA
Ppp2r3a	PPP2R3A
Zdhhc4	ZDHHC4
Ccdc136	CCDC136
Nat9	NAT9
Tmem159	TMEM159
Olfr1162	OR5D14
Olfr547	OR52B4
Pheta2	PHETA2
Olfr152	OR5I1
Rfxap	RFXAP
Gm10767	RAMAC
Abcd1	ABCD1
Tpcn2	TPCN2
Smim9	SMIM9
Csn1s1	CSN1S1
Atp1b2	ATP1B2
Dmd	DMD
Gypc	GYPC
Mast3	MAST3
Kcng3	KCNG3
Rnase2a	RNASE3
Rnase2a	RNASE2
Tmx4	TMX4
Alpk2	ALPK2
Ropn1	ROPN1B
Ropn1	ROPN1
Retreg2	RETREG2
Cdh15	CDH15
Plpp5	PLPP5
Pdzrn3	PDZRN3
Arhgap19	ARHGAP19-SLIT1
Arhgap19	ARHGAP19
Gria2	GRIA2
Dhfr	DHFR
Zdhhc2	ZDHHC2
Acsl5	ACSL5
Zfp57	ZFP57
Gm2115	CTXND1
Fzd9	FZD9
Cyp2d34	CYP2D6
Add2	ADD2
Mal	MAL
Ranbp1	RANBP1
Exosc8	EXOSC8
Prkaca	PRKACA
Neto2	NETO2
Zzef1	ZZEF1
Olfr1140	OR5W2
Ube2w	UBE2W
Cmss1	CMSS1
Dhx38	DHX38
Olfr1111	OR5AS1
Actrt2	ACTRT2
Olfr1192-ps1	OR4P4
Odf3b	ODF3B
Rabep1	RABEP1
Cdh4	CDH4
Cyp2d9	CYP2D6
Eme1	EME1
Luc7l2	LUC7L2
Rpsa	RPSA
Tars	TARS
Cfap97d1	CFAP97D1
Lrrtm3	LRRTM3
Olfr1214	OR4C15
Nsun5	NSUN5
Rps6ka3	RPS6KA3
Ier2	IER2
Pkdrej	PKDREJ
Klf4	KLF4
Olfr1195	OR4C16
Slit1	SLIT1
Olfr1136	OR5W2
Fundc2	FUNDC2
Slc39a2	SLC39A2
Zfp953	ZNF727
Zfp953	ZNF736
Cdc25b	CDC25B
Pnpla6	PNPLA6
Cmc2	CMC2
Crk	CRK
Numa1	NUMA1
Mrpl43	MRPL43
Sgk2	SGK2
Seh1l	SEH1L
Asf1b	ASF1B
Fbxo45	FBXO45
Olfr1100	OR8H2
Olfr1100	OR8H3
Olfr1218	OR4C15
Phox2b	PHOX2B
Il12rb1	IL12RB1
Trappc13	TRAPPC13
Edn1	EDN1
Cyp7a1	CYP7A1
Osbpl3	OSBPL3
Olfr1242	OR4A16
Pitx3	PITX3
Cep95	CEP95
1700030J22Rik	C16orf46
Nxt1	NXT1
Cttnbp2	CTTNBP2
Dmxl1	DMXL1
Selenop	SELENOP
Ppwd1	PPWD1
Rnd3	RND3
Olfr1155	OR5D16
Dach2	DACH2
Rad52	RAD52
Grid2ip	GRID2IP
Nmd3	NMD3
Ttn	TTN
Phospho1	PHOSPHO1
Ear14	RNASE3
Ear14	RNASE2
Gsr	GSR
Olfr1177-ps	OR5D3P
Chchd6	CHCHD6
Lhfp	LHFPL6
Skp1a	SKP1
Arnt2	ARNT2
Abhd5	ABHD5
Sgsm2	SGSM2
Nkx2-2	NKX2-2
1700012B09Rik	C11orf97
Il18rap	IL18RAP
Eef1akmt1	EEF1AKMT1
Gm14226	ERVW-1
Dld	DLD
Gripap1	GRIPAP1
Arrdc2	ARRDC2
Smurf2	SMURF2
Zdhhc6	ZDHHC6
Uqcr10	UQCR10
Cyhr1	CYHR1
Arhgap40	ARHGAP40
Ighv8-6	IGHV2OR16-5
Ankfy1	ANKFY1
Man2b2	MAN2B2
Itfg1	ITFG1
Tmem92	TMEM92
Map4k2	MAP4K2
Adig	ADIG
Shtn1	SHTN1
H2afb1	H2AFB1
Myo15b	MYO15B
Scimp	SCIMP
Mcrip2	MCRIP2
Acbd5	ACBD5
Pomgnt2	POMGNT2
Ranbp6	RANBP6
AB124611	C19orf38
Tmod1	TMOD1
Spock2	SPOCK2
Nkx2-4	NKX2-4
Kcnn1	KCNN1
Baz1b	BAZ1B
1700024G13Rik	C10orf53
Nppb	NPPB
Glt8d1	GLT8D1
Ppp1r16b	PPP1R16B
Pqlc3	PQLC3
Taf4	TAF4
Rnase2b	RNASE3
Rnase2b	RNASE2
Ypel1	YPEL1
Pou2af1	POU2AF1
Fkbp6	FKBP6
Xpnpep1	XPNPEP1
Lurap1l	LURAP1L
Colca2	COLCA2
Snrk	SNRK
Ccdc182	CCDC182
Mctp2	MCTP2
Olfr1201	OR4C11
B3galnt1	B3GALNT1
Lnpep	LNPEP
Slc32a1	SLC32A1
Xylt2	XYLT2
Lsp1	LSP1
Cyp2d40	CYP2D6
Eif1ax	EIF1AX
Alg8	ALG8
Cdh10	CDH10
Rfc4	RFC4
Cftr	CFTR
Hao1	HAO1
Ighv8-11	IGHV2OR16-5
Alad	ALAD
Hecw2	HECW2
Asgr1	ASGR1
Hnrnpk	HNRNPK
Cnot7	CNOT7
Chaf1b	CHAF1B
Cltrn	CLTRN
Cyp3a11	CYP3A7
Cyp3a11	CYP3A7-CYP3A51P
Cyp3a11	CYP3A4
Cyp3a11	CYP3A43
Lrba	LRBA
Ndufa6	NDUFA6
Olfr1216	OR4C15
Tbx6	TBX6
Smco1	SMCO1
Snrpd3	SNRPD3
Olfr1097	OR8H2
Olfr1097	OR8H3
Dsg3	DSG3
Olfr1045	OR8J3
Ighv8-9	IGHV2OR16-5
Csf2rb2	CSF2RB
Snrpa1	SNRPA1
Golga2	GOLGA8A
Alg1	ALG1L
Alg1	ALG1
Tstd2	TSTD2
Dlx3	DLX3
Tnfrsf13b	TNFRSF13B
Lamtor1	LAMTOR1
Tedc2	TEDC2
Spcs1	SPCS1
Arhgap20	ARHGAP20
Olfr1222	OR4C15
Mavs	MAVS
Mobp	MOBP
Olfr1152	OR5W2
Mrps23	MRPS23
Trim3	TRIM3
Ncaph2	NCAPH2
Cldn34b2	CLDN34
Cyp4f37	CYP4F8
F8a	F8A1
Tcerg1l	TCERG1L
Rbfox3	RBFOX3
Pgd	PGD
Tomt	LRTOMT
Pxdn	PXDN
Aldh3b2	ALDH3B2
Psph	PSPH
Rrm1	RRM1
Olfr1123	OR10AG1
Olfr161	OR1F1
Lamb1	LAMB1
Klf5	KLF5
Ggt1	GGT1
Ndufaf6	NDUFAF6
Xrra1	XRRA1
Clec18a	CLEC18A
Fam53a	FAM53A
Cyp3a16	CYP3A7
Cyp3a16	CYP3A7-CYP3A51P
Cyp3a16	CYP3A4
Cyp3a16	CYP3A43
Cldn34c4	CLDN34
Rubcnl	RUBCNL
Ppara	PPARA
Arl5a	ARL5A
Trp53bp1	TP53BP1
Olfr1223	OR4C15
Bnip3	BNIP3
Tgfbr2	TGFBR2
H2afb3	H2AFB1
Olfr1176	OR5D13
Olfr1241	OR4A16
Anapc16	ANAPC16
Ear10	RNASE3
Ear10	RNASE2
Ccdc124	CCDC124
Kctd21	KCTD21
Zrsr1	ZRSR2
Dstn	DSTN
Mtmr7	MTMR7
Rnase1	RNASE1
Pdcd1lg2	PDCD1LG2
Pigx	PIGX
Scn3a	SCN3A
Cldn34b3	CLDN34
Cep72	CEP72
Jakmip3	JAKMIP3
Slc25a51	SLC25A52
Msh3	MSH3
Il17d	IL17D
Ncf4	NCF4
Cdipt	CDIPT
Cox7a2l	COX7A2L
Gatad1	GATAD1
Rab43	RAB43
Ogdhl	OGDHL
Prtg	PRTG
Rnf168	RNF168
Iffo1	IFFO1
Tubal3	TUBAL3
Actl10	ACTL10
Olfr1205	OR4C11
Erc2	ERC2
Atp6ap2	ATP6AP2
Mesd	MESD
Ddhd2	DDHD2
Klhl35	KLHL35
Brpf3	BRPF3
Mmgt1	MMGT1
Wfdc2	WFDC2
Slc18a3	SLC18A3
G3bp2	G3BP2
Med17	MED17
Slc41a3	SLC41A3
Slc9c1	SLC9C1
Tectb	TECTB
Kif18a	KIF18A
Erbb4	ERBB4
Cdkl3	CDKL3
Lsm14b	LSM14B
Ighv4-1	IGHV3OR16-12
Olfr1163	OR5D14
Cwc15	CWC15
Olfr1247	OR4A16
Coil	COIL
Olfr1234	OR4A15
Olfr1141	OR5W2
Slc9a2	SLC9A2
2510039O18Rik	KIAA2013
Rpl23a	RPL23A
Ywhag	YWHAG
Spesp1	SPESP1
Dhx32	DHX32
Stim2	STIM2
Atp6v1h	ATP6V1H
Asgr2	ASGR2
Tbl1x	TBL1X
Zdhhc8	ZDHHC8
Anp32a	ANP32A
Bmp2	BMP2
Cyp2d12	CYP2D6
Spint3	SPINT3
Drosha	DROSHA
Chek2	CHEK2
Kcnf1	KCNF1
Arhgap45	ARHGAP45
Dctn1	DCTN1
Bspry	BSPRY
Ccne2	CCNE2
Arfip2	ARFIP2
Rrbp1	RRBP1
Sema4g	SEMA4G
Amotl1	AMOTL1
Smg6	SMG6
Iws1	IWS1
Btbd1	BTBD1
Ighv8-13	IGHV2OR16-5
Cd93	CD93
Sstr4	SSTR4
Foxa2	FOXA2
Foxe1	FOXE1
Cemip	CEMIP
Tmed1	TMED1
Abhd17c	ABHD17C
Cbx8	CBX8
Mapk14	MAPK14
B4galt6	B4GALT6
Ankib1	ANKIB1
Gm13547	GOLGA8A
Ubxn8	UBXN8
Rdh10	RDH10
Olfr1243	OR4A16
Tac4	TAC4
Ighv8-8	IGHV2OR16-5
Cyp3a57	CYP3A7
Cyp3a57	CYP3A7-CYP3A51P
Cyp3a57	CYP3A4
Cyp3a57	CYP3A43
Tsku	TSKU
Cyp4f13	CYP4F8
Tonsl	TONSL
Olfr1199	OR4C16
Pygo1	PYGO1
Rammet	RAMAC
Tpst1	TPST1
Rasd2	RASD2
Lrguk	LRGUK
Lrrc59	LRRC59
Cyp4f18	CYP4F3
Uvssa	UVSSA
Wdr33	WDR33
Gm13723	OR8H2
Gm13723	OR8H3
Gpr143	GPR143
Bcap31	BCAP31
Eno4	ENO4
Rad23b	RAD23B
Olfr1166	OR5D13
BC035947	ERVW-1
Rln1	RLN2
Rln1	RLN1
Ptchd3	PTCHD3
Dlg5	DLG5
Pnliprp2	PNLIPRP2
Gdpd5	GDPD5
Olfr1193	OR4S2
Il18bp	IL18BP
Srr	SRR
Kdm4d	KDM4D
Anapc13	ANAPC13
Pmfbp1	PMFBP1
Olfr1226	OR4C15
Fut4	FUT4
A4gnt	A4GNT
Cdh8	CDH8
Acvr2b	ACVR2B
Olfr1098	OR8H2
Olfr1098	OR8H3
Rnf169	RNF169
Dnm2	DNM2
Dgcr8	DGCR8
Fam83d	FAM83D
Cyp3a41b	CYP3A7
Cyp3a41b	CYP3A7-CYP3A51P
Cyp3a41b	CYP3A4
Cyp3a41b	CYP3A43
Odf3l1	ODF3L1
Cenpb	CENPB
Trim50	TRIM50
Cetn1	CETN1
Zdhhc11	ZDHHC11B
Zdhhc11	ZDHHC11
Cdca7	CDCA7
Efcab1	EFCAB1
Dnah3	DNAH3
Col4a2	COL4A2
Dagla	DAGLA
Hgfac	HGFAC
Zfp236	ZNF236
Nolc1	NOLC1
Tspan3	TSPAN3
Bola2	BOLA2
Heph	HEPH
Tyms	TYMS
Rpp40	RPP40
Akain1	AKAIN1
Gcsh	GCSH
Palm3	PALM3
Ear6	RNASE3
Ear6	RNASE2
Atmin	ATMIN
Hey1	HEY1
Cdyl2	CDYL2
Adal	ADAL
Tlcd1	TLCD1
Rasgrp3	RASGRP3
Olfr1168	OR5D13
Lin7c	LIN7C
Olfr1164	OR5D13
Wdr37	WDR37
Usp32	USP6
Ihh	IHH
Rimbp3	RIMBP3C
Gyg	GYG1
Imp3	IMP3
Usp35	USP35
Ccnyl1	CCNYL1
Ghr	GHR
Proser1	PROSER1
Fam71f1	FAM71F1
Col8a1	COL8A1
Stard4	STARD4
Cetn2	CETN2
Isy1	ISY1
Isy1	ISY1-RAB43
Bdnf	BDNF
Dhodh	DHODH
Olfr1153	OR5W2
4931406C07Rik	C11orf54
Nmi	NMI
Nrep	NREP
Slc6a6	SLC6A6
Slx1b	SLX1B
Filip1l	FILIP1L
Kdm5d	KDM5D
Slc45a2	SLC45A2
Snca	SNCA
Cyp2d26	CYP2D6
Timm10b	TIMM10B
Usp19	USP19
Cort	CORT
Copb1	COPB1
Arfgap2	ARFGAP2
Acsf3	ACSF3
Cst6	CST6
Gm13762	OR4C15
Ppp4c	PPP4C
Pcp2	PCP2
Olfr1497	OR9Q2
Fdxacb1	FDXACB1
Ryr3	RYR3
Nphp1	NPHP1
Olfr1042	OR5AL1
Yipf2	YIPF2
Meltf	MELTF
BC048562	C3orf84
Ggt6	GGT6
Cyp2d12	CYP2D7
Polr3a	POLR3A
Ly96	LY96
Mapk6	MAPK6
Nol9	NOL9
Slc51b	SLC51B
Slc45a4	SLC45A4
Hyal1	HYAL1
Mapt	MAPT
Ptx4	PTX4
Ankrd11	ANKRD11
Inpp5a	INPP5A
Ccl28	CCL28
Pwwp2b	PWWP2B
Eef2kmt	EEF2KMT
Daxx	DAXX
Elof1	ELOF1
Tnp1	TNP1
Myoz1	MYOZ1
Thap3	THAP3
Fam206a	FAM206A
Pmepa1	PMEPA1
Ptp4a3	PTP4A3
Commd6	COMMD6
Pgap3	PGAP3
Prom2	PROM2
Gm13547	GOLGA8M
Gm13547	GOLGA8S
Gm13547	GOLGA6A
Gm13547	GOLGA8B
Gm13547	GOLGA6B
Zbtb7c	ZBTB7C
Trim43b	TRIM43B
Trim43b	TRIM43
Try10	PRSS3
Olfr1076	OR8K3
Tcf20	TCF20
Nat3	NAT1
Nat3	NAT2
Mogat2	MOGAT2
Thap12	THAP12
Virma	VIRMA
Tmem121b	TMEM121B
Olfr1459	OR5B3
Slc2a8	SLC2A8
Exoc3l	EXOC3L1
Gm9125	SPOP
Bcl2l1	BCL2L1
Myo9b	MYO9B
Rmi1	RMI1
Hepacam2	HEPACAM2
Tlnrd1	TLNRD1
Atp6ap1	ATP6AP1
Lamp2	LAMP2
6030458C11Rik	C5orf22
Gm21704	RBMY1A1
Gm21704	RBMY1B
Gm21704	RBMY1D
Gm21704	RBMY1E
Ubap1	UBAP1
Dus1l	DUS1L
Nit2	NIT2
Rtn4	RTN4
Btrc	BTRC
Ntm	NTM
Srd5a2	SRD5A2
Olfr1022	OR5M10
Olfr1022	OR5M1
Fbxo31	FBXO31
Kremen1	KREMEN1
Sgca	SGCA
Tcf3	TCF3
Prn	PRND
Pate3	PATE3
Xab2	XAB2
Pccb	PCCB
Gna13	GNA13
Mbnl3	MBNL3
Wfdc3	WFDC3
Zbtb48	ZBTB48
Atp5k	ATP5ME
Tgif2lx1	TGIF2LX
Clec18a	CLEC18C
Apol7c	APOL3
Tmem208	TMEM208
Olfr1014	OR9G1
Adra1d	ADRA1D
Kif12	KIF12
Stk38	STK38
Olfr1502	OR9I1
Myo7b	MYO7B
Neurog2	NEUROG2
Prss48	PRSS48
Olfr1466	OR5B3
Nim1k	NIM1K
Spidr	SPIDR
Glra3	GLRA3
Gm5519	NUDT15
Kat14	KAT14
Mpp2	MPP2
Haus7	HAUS7
Bgn	BGN
Pabpc5	PABPC5
Ecsit	ECSIT
Gm20695	CLUAP1
Mtfmt	MTFMT
Ccdc57	CCDC57
Cntnap3	CNTNAP3
Zcchc24	ZCCHC24
Gldc	GLDC
Egr3	EGR3
Adra2c	ADRA2C
Lacc1	LACC1
Caly	CALY
Rin1	RIN1
Kif3c	KIF3C
Nms	NMS
Trpm5	TRPM5
Net1	NET1
Tmem191c	TMEM191B
Anks4b	ANKS4B
Gm21312	ALYREF
Cybb	CYBB
Tnfrsf11b	TNFRSF11B
Lix1	LIX1
Agap3	AGAP3
Tnfrsf8	TNFRSF8
Dvl2	DVL2
Cd70	CD70
Pnpla8	PNPLA8
Srsf3	SRSF3
Spcs2	SPCS2
Sox7	SOX7
4931428F04Rik	KIAA0895L
D630023F18Rik	C2orf80
Grpel1	GRPEL1
Smox	SMOX
Islr	ISLR
Cd79b	CD79B
Btg3	BTG3
Sox18	SOX18
Mslnl	MSLNL
D5Ertd579e	KIAA0232
Dock5	DOCK5
Mcts1	MCTS1
Serpinh1	SERPINH1
Xirp2	XIRP2
Alyref2	ALYREF
Pate2	PATE2
Mrps11	MRPS11
Tmem45a	TMEM45A
Etfa	ETFA
Ccdc54	CCDC54
Polr2a	POLR2A
Apol9a	APOL3
Nadk2	NADK2
Satb1	SATB1
Ar	AR
Capn5	CAPN5
Tpd52	TPD52
Olfr592	OR52J3
Olfr69	OR52A5
Olfr993	OR5AK2
Olfr552	OR52K2
Olfr552	OR52K1
Kctd13	KCTD13
Tmem60	TMEM60
Ifitm7	IFITM2
Ifitm7	IFITM1
Ifitm7	IFITM3
Plekhf2	PLEKHF2
Tcea1	TCEA1
Cp	CP
Rnf138	RNF138
Ints2	INTS2
Msln	MSLN
Plcl2	PLCL2
Olfr1469	OR5B3
Usp6nl	USP6NL
Bbs7	BBS7
Elf1	ELF1
Evx2	EVX2
4833427G06Rik	C11orf88
Ccnj	CCNJ
Gm3376	RBMY1A1
Gm3376	RBMY1B
Gm3376	RBMY1D
Gm3376	RBMY1E
Olfr462	OR4D2
Pts	PTS
Cst9	CST9L
Gm10352	RBMY1A1
Gm10352	RBMY1B
Gm10352	RBMY1D
Gm10352	RBMY1E
Aes	AES
Chka	CHKA
Masp1	MASP1
Plekhm3	PLEKHM3
Asb13	ASB13
Fam25c	FAM25G
Serpini1	SERPINI1
Wdpcp	WDPCP
Usp39	USP39
Aff3	AFF3
Bco1	BCO1
Gm21304	ALYREF
Gem	GEM
Actl6b	ACTL6B
Ifitm5	IFITM5
Hoxd13	HOXD13
Tjp3	TJP3
Olfr1028	OR5M11
Pagr1b	PAGR1
Carm1	CARM1
Rspry1	RSPRY1
Lrp10	LRP10
Stk26	STK26
Bicd2	BICD2
Zbp1	ZBP1
Tbc1d20	TBC1D20
Cfap161	CFAP161
Hmces	HMCES
Pkd1l2	PKD1L2
Scrn3	SCRN3
Rem2	REM2
Rabgef1	RABGEF1
Tmem70	TMEM70
Cd207	CD207
Olfr569	OR52R1
Olfr1098	OR8H1
Pdzd2	PDZD2
Tenm4	TENM4
Igsf1	IGSF1
Hrh3	HRH3
Atp6v0c	ATP6V0C
Pou6f2	POU6F2
Sgsh	SGSH
Clrn1	CLRN1
Gtf2h2	GTF2H2
Wfdc11	WFDC11
Ext1	EXT1
Tff2	TFF2
Elp3	ELP3
Stx18	STX18
Fam192a	FAM192A
Hipk2	HIPK2
Thnsl1	THNSL1
Nepro	NEPRO
Gm21677	RBMY1A1
Gm21677	RBMY1B
Gm21677	RBMY1D
Gm21677	RBMY1E
Pagr1a	PAGR1
Olfr1085	OR8K3
Hyls1	HYLS1
Plcb1	PLCB1
Endod1	ENDOD1
Hoxd11	HOXD11
Gna15	GNA15
D10Jhu81e	GATD3A
Kcna4	KCNA4
Chmp4b	CHMP4B
Mrpl49	MRPL49
Olfr1084	OR8K3
Gprc5b	GPRC5B
Cyp2d34	CYP2D7
Klhl14	KLHL14
Samd10	SAMD10
Mras	MRAS
Arl14ep	ARL14EP
1700018B08Rik	C16orf95
Tmem164	TMEM164
Prr11	PRR11
Suclg1	SUCLG1
Tacr3	TACR3
C1qtnf6	C1QTNF6
L3mbtl4	L3MBTL4
Serhl	SERHL2
D7Ertd443e	C10orf90
Prr5l	PRR5L
Olfr1493-ps1	OR10W1
Ehd1	EHD1
Clcn7	CLCN7
Frat1	FRAT1
Cstl1	CSTL1
Olfr55	OR10H2
Olfr55	OR10H5
Olfr55	OR10H1
Nrip1	NRIP1
Tmem255a	TMEM255A
Olfr1089	OR8K3
Olfr1032	OR5M3
Rab18	RAB18
Mindy4b-ps	MINDY4B
Gaa	GAA
Gm10053	CYCS
Med12l	MED12L
Calm4	CALML5
Trim68	TRIM68
Nrcam	NRCAM
Gm4303	ALYREF
Nans	NANS
Chad	CHAD
Scn5a	SCN5A
